Id,Title,Body,Tags,Score,ViewCount,CreationDate
"9735307","Find unused code in a Rails app","<p>How do I find what code is and isn't being run <strong>in production</strong> ? </p>

<p>The app is well-tested, but there's a lot of tests that test <em>unused</em> code. Hence they get coverage when running tests... I'd like to refactor and clean up this mess, it keeps wasting my time. 
I have a lot of background jobs, this is why I'd like the production env to guide me. Running at heroku I can spin up dynos to compensate any performance impacts from the profiler.</p>

<p>Related question <a href=""http://stackoverflow.com/q/2958443/252799"">How can I find unused methods in a Ruby app?</a> not helpful. </p>

<p>Bonus: metrics to show how often a line of code is run. Don't know why I want it, but I do! :)</p>
","<ruby-on-rails><ruby><refactoring><code-coverage><unused>","21","465","2012-03-16 10:11:01"
"9748183","Refactor hardcoded variable across multiple classes into one global variable?","<p>(First time please be gentle etc. etc.)</p>

<p>Let's say I was lazy/unthinking/pressed for time and hardcoded a string instead of making a global variable. And I repeated this mistake over hundreds of classes and test cases that I wrote. Now, I want to fix this, since I found out I'll eventually need to update that string. Is there some refactoring method in Eclipse or elsewhere that will let me replace all instances of that specific string with a global variable?</p>

<p>I can think of a programmatic solution, to run through all those files and replace the string, but I'd prefer not to go down that route unless absolutely necessary.</p>

<p>Thanks a lot!</p>
","<java><eclipse><refactoring><hardcoded>","1","99","2012-03-17 07:29:56"
"9758486","Essential Perl utility modules?","<p>I'm currently cleaning up an older Perl project. Large parts of it were written by myself some time ago when I barely knew Perl. I did probably reinvent the wheel several times.</p>

<p>Now is the time where I want to throw out any duplicated code and, if possible, replace everything which is already available in high-quality CPAN modules by those.</p>

<p><strong>Which essential Perl utility modules do you know of that every Perl developer should be aware of?</strong></p>

<p>This question is similar to the question <a href=""http://stackoverflow.com/questions/101719/useful-perl-modules"">Useful Perl modules</a>, however I'm not concered about the <em>big</em> modules listed there (e.g. DBI, Template, et. al.).</p>
","<perl><refactoring><cpan>","3","125","2012-03-18 12:58:04"
"9790800","making code change that affects the method name.","<p>I need to make a code change where the change I am making will affect the meaning of the method name. </p>

<p>What would be the best practice to handle such changes? Keeping the old name and and make the changes inside? Or rename the method? Or any other best practice? </p>

<p>Note, we use sub version. </p>

<p>Thanks for your help.</p>
","<svn><version-control><refactoring>","0","25","2012-03-20 16:24:23"
"9802183","Refactoring exercises in Java","<p>I have just been through the following paper and I found it extremely useful:
<a href=""http://www.objectmentor.com/resources/articles/Clean_Code_Args.pdf"" rel=""nofollow"">http://www.objectmentor.com/resources/articles/Clean_Code_Args.pdf</a></p>

<p>I am looking for similar papers/books/tutorials/etc. that provide step-by-step practice on refactoring and/or correct class design. I have read Fowler's “Refactoring”, but I was looking for more substantial examples.</p>
","<java><refactoring><code-cleanup>","2","177","2012-03-21 09:56:24"
"9814483","How to properly validate a user before displaying page in Rails","<p>In my application, I store the user's ID in session[]. At the beginning of every controller action, I'm calling a method defined in the ApplicationController called current_user:</p>

<pre><code>  def current_user
    @current_user ||= session[:current_user_id] &amp;&amp; 
    User.find_by_id(session[:current_user_id])
  end
</code></pre>

<p>At the beginning of my controllers' methods, I have the following:</p>

<pre><code>  @current_user = current_user
  if @current_user == nil     
    redirect_to :home         
    return                    
  end                         
</code></pre>

<p>This is obviously repetitive code and should be a method somewhere. I read the answer <a href=""http://stackoverflow.com/questions/7056599/rails-3-code-shared-between-multiple-controllers-where-to-put-it"">for this question</a>, and tried putting my method into a parent class that my controller classes now descend from, however it seems like I can't redirect from that method now.</p>

<p>In my parent class, I have:</p>

<pre><code>  def verify_user
    user = current_user
    if user == nil
      redirect_to ""/""
      return
    end
    return user
  end
</code></pre>

<p>And now I've changed my controller methods to this:</p>

<pre><code>  @current_user = verify_user
</code></pre>

<p>This doesn't work, and I think I know why. For one, I can't simply call return in my verify_user method, as that obviously will just return to the controller. The redirect doesn't seem to have any affect, probably because format.html is being called after the redirect call, which was the reason for the return in the original code.</p>

<p>So, what am I doing wrong here, and what suggestion do you have to solve it? Is this the wrong approach? My main goal is to keep the entire ""check if user is logged in otherwise redirect"" to one line of code per controller method.</p>
","<ruby-on-rails><redirect><refactoring><controller><authorization>","0","48","2012-03-21 23:42:50"
"9820765","Tricky if statement","<p>Is it possible to convert this if statement into a one line statement ? </p>

<pre><code>        if (value != DBNull.Value)
        {
            dic.Add(columnName);
        }
        else if (!skipNullValues)
        {
            dic.Add(columnName);    
        }
</code></pre>
","<c#><if-statement><refactoring>","1","94","2012-03-22 10:48:33"
"9825974","Is there a more efficient approach than C# Action delegates for avoiding this code duplication?","<p>As much as possible I want to avoid unnecessary duplication of code. In my scenario described below I have used <code>Action</code> delegates to avoid code duplication. However, when using the <code>Action</code> delegate approach, the code becomes approximately 50%-80% slower. </p>

<p>Is there a more efficient approach from a performance perspective than <code>Action</code> delegates to avoid code duplication in the scenario described below?</p>

<p>I have two methods that are equivalent except for the innermost statement of a lengthy loop:</p>

<pre><code>public T[] MethodA&lt;T&gt;(T[] from)
{
  ...
  for (var i = 0; i &lt; len; ++i)
  {
    var j = GetIndex(i);
    to[j] = from[i];    // This statement differs in MethodA and MethodB
  }
  ...
  return to;
}

public T[] MethodB&lt;T&gt;(T[] from)
{
  ...
  for (var i = 0; i &lt; len; ++i)
  {
    var j = GetIndex(i);
    to[i] = from[j];    // This statement differs in MethodA and MethodB
  }
  ...
  return to;
}
</code></pre>

<p>To avoid code duplication I have implemented a helper method that takes an <code>Action</code> delegate.  Invocation of the delegate replaces the variable statement, like this:</p>

<pre><code>private T[] HelperMethod&lt;T&gt;(T[], Action&lt;T[], T[], int, int&gt; action)
{
  ...
  for (var i = 0; i &lt; len; ++i)
  {
    var j = GetIndex(i);
    action(from, to, i, j);    // Invoke the Action delegate
  }
  ...
  return to;
}
</code></pre>

<p>Then I can reduce <code>MethodA</code> and <code>MethodB</code> as follows:</p>

<pre><code>public T[] MethodA&lt;T&gt;(T[] from)
{
  return HelperMethod(from, (src, dest, src_idx, dest_idx) =&gt; dest[dest_idx] = src[src_idx]);
}

public T[] MethodB&lt;T&gt;(T[] from)
{
  return HelperMethod(from, (src, dest, dest_idx, src_idx) =&gt; dest[dest_idx] = src[src_idx]);
}
</code></pre>

<p>Note that the only difference between the refactored <code>MethodA</code> and <code>MethodB</code> is the order of the <code>src_idx</code> and <code>dest_idx</code> in the <code>Action</code> signatures of the <code>HelperMethod</code> calls.</p>
","<c#><delegates><refactoring><code-duplication>","3","85","2012-03-22 15:57:04"
"9828096","Design Pattern To Refactor and Handle Non-Exceptional Errors in MVC Controller","<p>In my MVC3 application, I have a ""queries"" class specific to each controller that performs conversions between domain entities and converts them to view models.  I do this to keep my controllers clean and it's easier to unit test the controllers and queries seperately.  </p>

<p>There are cases, though, when the query method needs to pass <strong>non-exceptional error messages</strong> to the view (e.g. the entity was not found).  However, since my controller is only receiving a ViewModel from the query method and not any type of return code, the only two options that I have found to pass this error are as follows:</p>

<ol>
<li><p>Throw an Exception from the query method and use a Try/Catch block to catch the exception in the controller.  </p></li>
<li><p>Add a property to the View Model called ""ErrorMessage"" which is populated by the query method that the view uses to perform logic of what needs displayed.</p></li>
</ol>

<p>Because these aren't exceptional cases, and I know I shouldn't use Try/Catch to control program flow, I have choosen to use the second method. Though this works for now, it feels ""dirty"" to me for the following reasons:</p>

<ul>
<li>The controller has to receive a whole View Model when an error occurs just to get the ErrorMessage property.</li>
<li>The view has to have hard-coded logic and two sections to display either the error or the normal content</li>
<li>Though I could put the <code>if (Model.ErrorMessage != null)</code> logic in my controller to determine which view to pass, it's still not feeling like a ""clean"" solution.</li>
</ul>

<p>Are there any design patterns that I could use that could help me refactor this code and make it cleaner?</p>

<p><strong>Example View Model:</strong></p>

<pre><code>public class ApplicationViewModel
{
  public string ErrorMessage { get; set; }
  public int Id { get; set; }
  public string Name { get; set; }
  // Other properties here...
}
</code></pre>

<p><strong>Example Controller Method:</strong></p>

<pre><code>public ActionResult Retrieve(Guid guid)
{
  return View(""Application"", _applicationQueries.GetApplicationViewModel(guid));
}
</code></pre>

<p><strong>Example ApplicationQueries Method:</strong></p>

<pre><code>public ApplicationViewModel GetApplicationViewModel(Guid guid)
{
  var applicationViewModel = new applicationViewModel();

  if (!_applicationServices.Exists(guid))
  {
    applicationViewModel.ErrorMessage = ""The requested application does not exist."";
    return applicationViewModel;
  }

  // More code here that checks things which might set the ErrorMessage property...

  var application = _applicationServices.GetApplicationByGuid((Guid)guid);
  Mapper.Map(grantApplication, grantApplicationViewModel);
  return grantApplicationViewModel;
}
</code></pre>

<p><strong>Snippit from Application.cshtml View for Error Handling:</strong></p>

<pre><code>@model MyApp.Web.Areas.Application.Models.ApplicationViewModel
if (Model.ErrorMessage != null)
{
  &lt;div&gt;@Model.ErrorMessage&lt;/div&gt;
}
else
{
  &lt;!-- Display ""normal"" content here //&gt;
}
</code></pre>
","<asp.net-mvc><design-patterns><error-handling><refactoring><controller>","1","64","2012-03-22 18:13:31"
"9831549","What anti/pattern involves repeatedly passing around the same parameters?","<p>So let's say I have some code...</p>

<pre><code>House = function () { /* constructor */ }

House.childPlay  (childId) { ... }
House.childLearn (childId) { ... }
House.childEat   (childId) { ... }
</code></pre>

<p>So, implicitly, this House object ""has"" children, but it doesn't necessarily have Child objects, yet. Which is what I'm wondering. That constant passing around of childId seems fishy. Should House just <strong>Have</strong> a collection of Child objects?</p>

<pre><code>House.Child.play  () { ... }
House.Child.learn () { ... }
House.Child.eat   () { ... }
</code></pre>

<p>My only concern is that some of the operations sit in between the House and Child, like they interact. So, the Child object would need some sort of awareness of the parent object.</p>

<pre><code>House.Child.clean () {
    self._cleaningStrategy( self.house._provideMop() );
}
</code></pre>

<p>I see there's a design pattern called the Parameter Object. Is that this? I think it would be if I was passing a tuple's worth of parameters, but here I'm only passing around one.</p>
","<oop><design-patterns><language-agnostic><parameters><refactoring>","0","98","2012-03-22 22:32:50"
"9841345","How can I remove shared variables from legacy code","<p>In the system there is a singleton for currently logged user (our own user not windows user) containing a shared instance. </p>

<p>In a few hundred data access class files this is used to set CreatebyID and EditbyID for each request sent to the database. Nearly all the classes inherit a single base although at the moment the two values are set in each class.</p>

<p>This all worked fine for the companies desktop applications for many years however when the same data access classes were used in a new web application the currently logged user was shared across all users sessions and could not be changed without causing issues.</p>

<p>How can I refactor the code without significantly re-writing the whole DAL and without passing in a current user (or User ID) into every instance or setting an EditbyID property on each class for every save.</p>
","<c#><.net><refactoring><data-access-layer><legacy-code>","3","70","2012-03-23 14:52:36"
"9841602","How to refactor test code together with production code?","<p>Suppose you start with an auto-generated method</p>

<pre><code>public void setKey(Key key) {
    this.key = key;
}
</code></pre>

<p>And write a test for it</p>

<pre><code>@Test
public void testSetKey() 
</code></pre>

<p>Then 3 month from now you decide that a more appropriate name for the method would be  <code>changeKeyTo</code>. You refactor your production code and end up with:</p>

<pre><code>public void changeKeyTo(Key key) {
    this.key = key;
}
</code></pre>

<p>Life is good, however, your test name remained unchanged</p>

<pre><code>@Test
public void testSetKey() 
</code></pre>

<p><strong>How do you deal with something like this? Can you refactor test code automatically with your production code? Does eclipse allow this?</strong></p>
","<java><eclipse><junit><refactoring>","4","61","2012-03-23 15:08:07"
"9843922","Layout refactoring","<p>I can't help but thing there is a better way of coding the below in a Rails layout. Any suggestions?</p>

<pre><code>&lt;% if remove_ads_from_page? %&gt;
   &lt;div class=""main-content without-ads""&gt;
    &lt;%= yield %&gt;    
   &lt;/div&gt;
&lt;% else %&gt;
   &lt;div class=""main-content with-ads""&gt;
    &lt;%= yield %&gt;
   &lt;/div&gt;
&lt;% end %&gt;
</code></pre>
","<ruby-on-rails><ruby-on-rails-3><layout><refactoring>","2","26","2012-03-23 17:37:23"
"9853010","Invoke Eclipse's Move Class Refactoring in java","<p>I'm developing an eclipse plug-in.</p>

<p>I have to move a class from its package to another package, I would like to use the ""move class"" functionality built-in eclipse. </p>

<p>How can I invoke through java code? Which library and which methods?</p>

<p>Thanks!</p>
","<java><eclipse><class><refactoring><move>","0","66","2012-03-24 15:42:51"
"9854313","How can I avoid duplicate GUI code","<p>I have a Java application that will contain many plugins all with some similar GUI but I'm finding it difficult to figure out how to create a general GUI for all the plugins to avoid code duplication.</p>

<p>All plugin will have dialogs for adding new item, import and export items, but the dialogs will have different label text and gui component for each plugin.</p>

<p>How can I solve this?</p>
","<java><gui><refactoring>","0","62","2012-03-24 18:27:56"
"9868030","Is there any elegant way to prevent a class from holding private data?","<p>In a recent code refactor, I'm fulfilling an idea that isolates data handling from data itself. It's something like Chain-of-responsibility - processing units providing the ability to handle the data within a particular business scope while data object being passed on through the whole processing chain.</p>

<p>A further optimization is done by ""singletonizing"" the processing chain instance. Considering potential concurrence problem, eliminating any private data reference in these processing units is desired.</p>

<p>So, I wonder if there is some programming paradigm which can suggest other programmers conform this pattern while they are doing modification in the future.</p>

<p>Thanks in advance~</p>
","<design-patterns><architecture><refactoring><programming-paradigms>","0","53","2012-03-26 07:13:13"
"9869723","Java - Is calling the get method of an object slower than using a local object?","<p>I have a variable that I'm using many times in a class and as speed is important I would like to use the fastest method.</p>

<p>Is there a difference in speed between using:</p>

<pre><code>modifyValue(User.getSession().getSessionValue());
</code></pre>

<p>and setting the info to a local value such as</p>

<pre><code>private String sessionValue;
sessionValue = User.getSession().getSessionValue();
modifyValue(sessionValue);
</code></pre>

<p>when using the variable in several different places?  Which is better style, or clearer to understand?  If the above example is currently being used in existing code is it worth the time to refactor?</p>
","<java><refactoring>","2","88","2012-03-26 09:34:19"
"9889442","MoveResourceDescriptor updateReferences","<p>I must move a resource (ICompilationUnit) in other package, I use MoveResourceDescriptor in this way:</p>

<pre><code>MoveResourcesDescriptor descriptor = new MoveResourcesDescriptor();
descriptor.setUpdateReferences(true);
descriptor.setDestination(container);
descriptor.setResourcesToMove(resources);
descriptor.setResourcePathsToMove(pathResource);
descriptor.setDestinationPath(pathDestination);

Refactoring refactoring = descriptor.createRefactoring(new RefactoringStatus());
refactoring.checkAllConditions(pm);
Change change = refactoring.createChange(pm);
change.perform(pm);
</code></pre>

<p>This code move resource, but not update references!! Why?</p>
","<java><eclipse><resources><refactoring><move>","0","15","2012-03-27 12:21:03"
"9905263","Asp.Net4 Javascript/jquery Minification Error","<p>I realize this might be stupid, and its probably caused by my lack of javascript/jquery knowledge (in terms of re-factoring etc..)</p>

<p><strong>I'm rendering a JQGrid component on my page like this.</strong></p>

<pre><code>&lt;script src=""@System.Web.Optimization.BundleTable.Bundles.ResolveBundleUrl(""~/JQGrid"")"" type=""text/javascript""&gt;&lt;/script&gt;
&lt;script type=""text/javascript""&gt;

    var colNames = ['S ID', 'Shift Description'];
    var colModel = [
            { name: 'S_ID', index: 'S_ID', key: true, width: 55, editable: false, hidden: true, search: false },
            { name: 'Shift_Description', index: 'Shift_Description', width: 100, align: ""right"", editable: true, editrules: { required: true }, formoptions: { rowpos: 1, colpos: 1}}];

    RenderJQGrid(""#theGrid"", '#pager', '@ViewBag.Title', 600, colNames, colModel, 'S_ID', null, null, null, '@Url.Action(""GridData"")', '@Url.Action(""Add"")', '@Url.Action(""Edit"")', '@Url.Action(""Delete"")', '@Url.Action(""ExportToExcel"")');

&lt;/script&gt;
</code></pre>

<p><strong>Inside my .js file, I only have this. (it's also the only file in the bundle)</strong></p>

<pre><code>function RenderJQGrid(GridID, PagerID, Title, ModalWidth, ColNames, ColModel, InitSortCol, OnLoadComplete, EditBeforeShowOptions, AddBeforeShowOptions, URL_get, URL_add, URL_edit, URL_delete, URL_excel) {

   ... Logic
}
</code></pre>

<p><strong>I'm receiving this error in fiddler though.</strong></p>

<blockquote>
  <p>/* Minification failed. Returning unminified contents. </p>
  
  <p>(1,10): run-time error CSS1031: Expected selector, found
  'RenderJQGrid('</p>
  
  <p>(1,10): run-time error CSS1025: Expected comma or open brace, found
  'RenderJQGrid('  </p>
  
  <p>*/</p>
</blockquote>

<p>what am i doing wrong/missing? the code seemed fine when it was embedded inside my html page?</p>
","<javascript><jquery><refactoring><asp.net-mvc-4>","1","109","2012-03-28 10:06:12"
"9907699","What risks/issues have you encountered when refactoring Winforms to an MVP pattern?","<p>I recently joined a team that inherited a Winforms app that was coded like a VB6 app (if you've seen it you know what I mean.)  I have been asked to improve the codebase to bring it inline with general principles of engineering - testable, separation of concerns, patterns, basic stuff.  The application is absolutely mission critical, under active ehancement, but is not unit-testable and is going to need a large amount refactoring, and currently QA testing is all manual and is not comprehensive.  Further, the team are more SQL engineers than C#, so there is the added wrinkle of needing to teach basic C# practices.</p>

<p>Since I'm sure I'm not the first person to encounter this, I am interested in real world lessons.  When you did it, what was the one thing do you feel you did exactly right, or alternatively what was the one thing you looked back and said ""If I had only known...""?  </p>
","<c#><refactoring>","0","31","2012-03-28 12:40:35"
"9913994","Sort and remove (unused) using statements Roslyn script/code?","<p>Sort and remove (unused) using statements Roslyn script/code?  I'm looking for some .NET/Roslyn (compiler as service) code that can run through a project and sort and remove unused using statements.  I believe this is possible with Roslyn?  Can anyone point me to code that could do this rewrite?</p>
","<compiler><refactoring><roslyn>","1","75","2012-03-28 19:00:54"
"9914408","When to use a new variable vs string interpolation?","<p>I wrote a script that I decided to refactor so I could add functionality to it as my coworkers think of it. I only saved four lines in the effort, but the main change is I removed both methods and reduced the number of called variables in favor of string interpolation/manipulation. Is there a preference for this? Is it better to declare a new variable just to use once, or is it more DRY to just make minor tweaks to the string when you need to use it? For example here is the original code:</p>

<pre><code>def validate_directory(dir)
    puts ""Enter the full directory path of the flv files."" unless dir
    input =  dir || gets.chomp
    input.gsub!('\\', '/')
    input += '/' unless input[-1..-1] == '/'
    until File.directory?(input) &amp;&amp; Dir.glob(""#{input}*.flv"") != []
        puts ""That directory either doesn't exist or contains no .flv files. \nEnter the full directory path of the flv files.""
        input = $stdin.gets.chomp
        input.gsub!('\\', '/')
        input += '/' unless input[-1..-1] == '/'
    end
    dir = input
end

def output(flv, location)
    title = flv.dup.gsub!("".flv"", "".html"")
    vid = flv.dup
    vid.slice!(0..6)
    body = $EMBED.gsub(""sample.flv"", vid) 
    htmlOutput = File.open(title, ""w"")
        htmlOutput.write(body)
    htmlOutput.close
    linkList = File.open(""#{location}List of Links.txt"", ""a"")
        linkList.write($BASE + vid.gsub("".flv"", "".html"") + ""\n"")
    linkList.close
    puts ""Files created successfully.""
end

dir = ARGV[0].dup unless ARGV.empty?        
folder = validate_directory(dir)            
files = folder.clone + ""*.flv""              
flvs = Dir.glob(""#{files}"") 
File.delete(""#{folder}List of Links.txt"") if File.exists?(""#{folder}List of Links.txt"")
flvs.each { |flv| output(flv, folder) }
</code></pre>

<p>And the new stuff:</p>

<pre><code>flash_folder = ARGV[0].dup unless ARGV.empty?

if !flash_folder
  puts ""Enter the full directory path of the flv files.""
  flash_folder = gets.chomp
end

flash_folder.gsub!('\\', '/')
flash_folder += '/' unless flash_folder[-1..-1] == '/'
until File.directory?(flash_folder) &amp;&amp; Dir.glob(""#{flash_folder}*.flv"") != []
  puts ""That directory either doesn't exist or contains no .flv files. \nEnter the full directory path of the flv files.""
  flash_folder = $stdin.gets.chomp
  flash_folder.gsub!('\\', '/')
  flash_folder += '/' unless flash_folder[-1..-1] == '/'
end

flash_files = Dir.glob(""#{flash_folder}*.flv"")

File.delete(""#{flash_folder}List of Links.txt"") if File.exists?(""#{flash_folder}List of Links.txt"")

flash_files.each do |flv|
  html_output = File.open(""#{flv.gsub("".flv"", "".html"")}"", ""w"")
    html_output.write(""#{embed_code.gsub(""sample.flv"", flv.slice(7..flv.length))}"")
  html_output.close
  link_list = File.open(""#{flash_folder}List of Links.txt"", ""a"")
    link_list.write(""#{flash_url}#{flv.slice(2..flv.length).gsub("".flv"", "".html"")}\n"")
  link_list.close
end

puts ""Finished.""
</code></pre>
","<ruby><coding-style><refactoring><dry><refactor-my-code>","0","61","2012-03-28 19:32:24"
"9915013","Automated ""fix"" for Java codebase with only generic `catch (Exception e)`","<p>I have a large codebase which has many, many instances of the </p>

<pre><code>try {
   // attempt to do something important
} catch (Exception e) {
   // do something lame
}
</code></pre>

<p>antipattern.  Roughly 700 instances.  I'm wondering if there is a tool (e.g., an IDE or something) that could magically, and in mass, replace all of these things with the next tier of specialized catch blocks.  Something that would apply mass-refactoring similar to IntelliJ's or Eclipse's <a href=""http://stackoverflow.com/questions/2583983/wrap-with-try-catch-in-intellij"">""wrap with try/catch""</a> in the manner shown below.   NOTE:  I'm not saying all 700 are known <code>IOException</code>s; this is just an example assuming the only exception type thrown in the specific case was an <code>IOException</code>). </p>

<p>The refactoring I'm seeking is something that does the same semantic analysis of the <code>try{}</code> block that IntelliJ/Eclipse does to provide that ""wrap with catch"" or ""add to throws clause"" quick-fixes:</p>

<pre><code>try {
   // attempt to do something important
   // where an IOException is thrown
} catch (IOException e) {
   // still do something lame
}
</code></pre>

<p>I understand that this doesn't ""fix"" the problem, but it saves a step-by-step manual bit of archaeology.</p>

<p>Ideas?</p>

<p>Related question on <a href=""http://stackoverflow.com/questions/2666057/is-there-a-way-to-make-eclipse-report-a-general-catch-exception-e-as-an-erro"">detecting general exception catch antipattern</a>.</p>
","<java><exception-handling><automated-refactoring>","1","116","2012-03-28 20:16:33"
"9924144","How to refactor a big function with many if constructs?","<p>We have App A as main app. Now we build from it App B which uses a subset of App A's functionality.</p>

<p>App A stays like it is whereas app B only uses a subset of A</p>

<p>So I want to refactor the function without or with as little dublication as possible and with maximum readability. </p>

<p>So the function looks like this (it is actually longer, this is an excerpt):</p>

<pre><code>  class SomeClass {

    Data prepareData() {

     if (this.bothId==1 || this.appAid=2 /*or only relevant for appA*/) {       
        if(this.data==null) { /*appA*/
            appAdoSmth(); /*appA*/
        }
        boolean merge=false; /*appA*/
        if (this.data==null) { /*appA*/
          merge=appAanalyze(data); /*appA*/
        }
        bothPrepare(merge); 
    } else if (bothIsRelevant()) {
      if(appArelevant()) { /*appA*/
        data=appAprepare(); /*appA*/
      } else {
        data=prepareBoth(); 
      }     
      bothUpdateSomeValue();
    }

  }
</code></pre>

<p>How would you do it?</p>
","<java><if-statement><refactoring><dry>","1","76","2012-03-29 11:08:22"
"9936569","Code Quality - prefer quantitative measures over qualitative guidelines?","<p>Over the years in many code reviews, I opted for the quantitative code quality measures over qualitative guidelines. For example, rewrite the code if Cyclomatic complexity <a href=""http://en.wikipedia.org/wiki/Cyclomatic_complexity"" rel=""nofollow"">cc</a> is greater than 50 measured via VS2010 / Analyze / Calculate Code Matrix. </p>

<p>I am including a list of some top 7 measures  – wondering if I can get feedback on this approach and suggestions on other practical code quality measures used in the distributed development environment </p>

<ol>
<li><p>Measure Cyclomatic complexity</p>

<p>a.If CC >50 : rewrite the code 
   b.CC between 20 and 50 – refactor </p></li>
<li><p>Measure  COB [class coupling] - COB > 14 : refactor</p></li>
<li><p>Depth of Inheritance &lt; 4 is acceptable, above 4 – review and if required refactor</p></li>
<li><p>Maintainability score should be between 20 and 100. Between 10 and 20 –refactor and less than      10 –rewrite the code</p></li>
<li><p>Limit a class to 10 public / protected methods and 250-300 lines of code [average]</p></li>
<li><p>Restrict each method to 150-180 lines max and 5 input parameters at max</p></li>
<li><p>Prefer internal refactoring [rearranging the code] over external refactoring [breaking a class /method into multiple] wherever possible</p></li>
</ol>

<p>Please note that I have excluded topics like unit testing, test automation, continuous integration, agile from this post to maintain the focus [although these best practices are integral part of the quality code initiative]</p>

<p>Reference:
 <a href=""http://en.wikipedia.org/wiki/Cyclomatic_complexity"" rel=""nofollow"">Cyclomatic Complexity</a>
 <a href=""http://msdn.microsoft.com/en-us/library/bb385914.aspx"" rel=""nofollow"">MSDN :Code Metrics Values</a></p>
","<refactoring><code-quality><maintainability><cyclomatic-complexity>","4","90","2012-03-30 03:19:43"
"9941761","Debugger: no symbols have been loaded after renaming namespace","<p>I've got a Silverlight application with one Silverlight project and a host web project.</p>

<p>I renamed the namespace of the Silverlight application where the App.xaml is in. I did this via a refactoring tool. Afterwards the debugger just ignored the breakpoints. It's popping out the error shown in the title of this thread.</p>

<p>So I thought that maybe the refactoring tool fails, so I recovered the project with the old namespace in and renamed everything by hand (find in files). The app works, still, but I get the same error.</p>

<p>What the heck is this?</p>
","<c#><silverlight><refactoring>","0","69","2012-03-30 11:06:23"
"9944524","How to best follow a function to understand what it is doing?","<p>This question is general but I am going to give a specific example.</p>

<p>The specific problem that needs to be solved is explained <a href=""http://codeforces.com/contest/156/problem/A"" rel=""nofollow"">here</a>. The description is long so I will not cut and paste but the basic idea is for input strings S and T (as they are called in the code below), find the minimum number of changes that needs to be done to S to produce T. One change can be :</p>

<ul>
<li>Insert one letter to any end of the string.</li>
<li>Delete one letter from any end of the string.</li>
<li>Change one letter into any other one.</li>
</ul>

<p>Below is a solution I am trying to track. What I am looking for are tips on how to best grok the solution. What are some methods I can use to read and understand the code (let's discard stepping through a debugger).</p>

<pre><code>#include&lt;iostream&gt;
#include&lt;cstring&gt;
#include&lt;stdio.h&gt;
using namespace std;
char S[2010];
char T[2010];
int lens,lent;
int main()
{
    int i,j,ma,p;

    while(scanf(""%s%s"",S,T)!=EOF)
    {
        lens=strlen(S);
        lent=strlen(T);
        ma=0;p=0;
        for(i=0;i&lt;lens;i++)
        {
            p=0;
            for(j=0;j&lt;lent;j++)
            {
                if(i+j&gt;=lens)
                    break;
                if(S[i+j]==T[j]){p++;}
            }
            if(ma&lt;p)
                ma=p;
            if(ma==lent)
                break;
        }
        for(i=0;i&lt;lent;i++)
        {
            p=0;
            for(j=0;j&lt;lens;j++)
            {
                if(i+j&gt;=lent)
                    break;
                if(T[i+j]==S[j]){p++;}
            }
            if(ma&lt;p)
                ma=p;
            if(ma==lent)
                break;
        }
        printf(""%d\n"",lent-ma);
    }
    return 0;
}
</code></pre>
","<c++><algorithm><refactoring><pseudocode>","2","105","2012-03-30 14:04:43"
"9949406","Best way to do this generic abstract class in c#?","<p>I know I'm not doing this right, but I also know there is a way to do this. I'm trying to be as generic and abstract as possible, otherwise my code is going to get real messy. So I'm using strategy pattern here as hell which is the GetAggregateClient() method.</p>

<p>I want to have an abstract class called AbstractAggregate, so that it uses generics. The type that will be used are a series of data classes which are BlogItem, ResourceItem, and AskItem. These data classes all inherit from ListItem.</p>

<p>So that's the background info. The problem here is that I want GetAbstractAggregate() to return an instance of one of the client classes that implements AbstractAggregate with the type of item specified depending on the enum passed in. However, I cannot return an ""AbstractAggregate"". Compiler won't let me and that makes sense since since the AbstractAggregateFactory class is not a generic.</p>

<p>Does anyone have the best way to do this?</p>

<p>Thanks a lot.</p>

<pre><code>public static class AggregateHelper
{
    public enum AggregateTypes { TankTruckBlog, AskTankTruck, Resources }
}

public static class AbstractAggregateFactory
{
    public static AbstractAggregate&lt;T&gt; GetAggregateClient(AggregateHelper.AggregateTypes type)
    {
        switch (type)
        {
            case AggregateHelper.AggregateTypes.AskTankTruck:
                return new AskTankTruckAggregate&lt;AskItem&gt;();
            case AggregateHelper.AggregateTypes.TankTruckBlog:
                return new TankTruckBlogAggregate&lt;BlogItem&gt;();
            case AggregateHelper.AggregateTypes.Resources:
                return new ResourcesAggregate&lt;ResourceItem&gt;();
            default:
                throw new AggregateDoesNotExistException();
        }
    }
}

public abstract class AbstractAggregate&lt;T&gt;
{
    public abstract List&lt;T&gt; GetAggregate(Guid[] resourcetypes);

    public abstract T GetSingle(string friendlyname);


}

public class AskTankTruckAggregate&lt;T&gt; : AbstractAggregate&lt;T&gt;
{
    //not implemented yet
}

public class TankTruckBlogAggregate&lt;T&gt; : AbstractAggregate&lt;T&gt;
{
    //not implemented yet
}

public class ResourcesAggregate&lt;T&gt; : AbstractAggregate&lt;T&gt;
{
    //not implemented yet
}
</code></pre>
","<c#><generics><refactoring><abstract-class><strategy-pattern>","4","217","2012-03-30 19:36:58"
